Submission ID,Respondent ID,Submitted at,Untitled checkboxes field,Untitled checkboxes field (我同意我的回答做為研究和設計使用),選擇一種動物來代表你/妳自己（什麼都可以）：,你/妳在哪所大學念書？,如果你/妳的學校未列出，請在此處寫下：,你/妳的學習階段：,你/妳的學習科系：,你/妳現在的學歷狀態是什麼？,你/妳來自哪個國家？,你/妳幾歲？,如果你/妳懷疑你/妳要買的番茄可能是由強迫勞工（現代奴隸）採摘的，你/妳仍然會買它嗎？,你/妳會買哪一種番茄？,你/妳關心食安嗎？,你/妳會買哪種雞蛋？,你/妳買哪種牛奶？,你/妳7年內買車嗎？🚘,你/妳7年內買房嗎？🏡,你/妳購物時知道產品環保嗎？,你/妳有信任的品牌嗎？,你/妳覺得認證環保的公司更好嗎？,你/妳支持肉稅嗎？,你/妳關心食用雞的生活嗎？,你/妳避免吃肉嗎？,你/妳有沒有抵制過某公司？,為什麼抵制？,你/妳覺得你/妳花錢會影響環境嗎？,你/妳會對金錢感到焦慮嗎？,你/妳會對金錢很節儉嗎？,你/妳會經常存錢嗎？,你/妳對自己的財務知識滿意嗎？,你/妳覺得目前有任何投資嗎？,你/妳有投資經驗如何？,你/妳選哪個投資？,你/妳投資會考慮環保嗎？,你/妳覺得台灣的經濟目標是增長嗎？,你/妳覺台灣的得環境退化是台灣的經濟增長的前提嗎？,你/妳覺得台灣的經濟增長有助於保護環境嗎？,你/妳覺得經濟能不排CO2也增長嗎？,你/妳覺得經濟增長有物質限制嗎？,你/妳會每天都用AI嗎？,你/妳會信任AI嗎？,你/妳想要AI扮什麼角色？,其他,你/妳想要AI有個造型嗎？,你/妳喜歡如何與AI溝通？,你/妳喜歡待在大自然嗎？,你/妳擔心氣候變化嗎？,你/妳對環境污染情況會感到焦慮嗎？,你/妳知道許多植物和動物的名字嗎？,你/妳覺得如何依照生態系對環境惡化的敏感度來排名？,你/妳感覺自己和大自然很接近嗎？,你/妳努力實踐低碳生活嗎？,誰或什麼對你/妳環保態度影響最大的？,你/妳想做更多環保事嗎？,你/妳對環境相關政治議題有興趣嗎？,你/妳怎去學校？,你/妳今年（2025年）搭飛機幾次？✈️,* 例如搭飛機會產生碳排放，可以購買碳抵消來種樹,你/妳信任碳排放抵消額度嗎？,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些?,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看產品的運輸距離（是不是當地食品）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司生產過程多環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司工人的員工福利多好),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看AI摘要的消費者對公司環保的評論),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (用社交網絡認識其他環保的同學),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解哪些產品污染最嚴重，以便避免它們),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (每個月查看我自己的環保分數報告（了解我用錢的方式多環保）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先尋找有機產品),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (跟我的AI幫手討論環保問題),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看公司的環保認證和生態評分),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (如何讓我支持的公司更環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解我吃的動物性食品，動物的生活環境),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (老實說我對任何環保資訊都沒有太多興趣),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前比較公司的環保表現),其他選項,每月你/妳願意支付多少錢讓AI陪伴你/妳做更環保的財務決策？,你/妳的環保行動對環境保護有效果嗎？,你/妳想在行業內推環保嗎？,你/妳得自己對新觀念開放嗎？,你/妳的大學對可環保性支持嗎？,你/妳覺得大學生如何影響公司的可持續行為？,你/妳的MBTI？（選填）
aBAp9b,ropPYv,2023-10-24 08:52:04,我同意我的回答做為研究和設計使用,True,海豚,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,1,4,主婦聯盟,4,4,2,1,有,食安出問題,4,4,3,2,2,沒有,沒有,政府債券。年化回報 2-3%,4,3,2,2,4,3,2,2,"幫手, 助手, 老師, 導師, 教練, 夥伴, 朋友",,1,有問題的時候再使用,5,5,5,4,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",4,3,海鷗的肚子李全部都是塑膠,5,5,公車,1,沒有,3,"買東西先尋找有機產品, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前比較公司的環保表現, 跟我的AI幫手討論環保問題",False,True,False,False,False,True,False,True,True,False,False,False,False,True,,如果免費的話我會用它,2,5,5,5,海報 上街行動 爭取政府或環保團體支持,INFJ
OAbx4g,AB0vQk,2023-10-24 08:52:06,我同意我的回答做為研究和設計使用,True,寄居蟹,輔仁大學 Fu Jen Catholic University (FJU),,學士,影傳系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,3,價格：700 台幣 / 公斤。強迫勞工的概率：2%,2,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,4,4,2,瑞穗,5,2,2,1,沒有,,3,4,3,4,2,沒有,無,房地產投資信託。年化回報 2-7%,2,3,2,2,3,3,2,2,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",,4,說話的方式,4,3,3,1,"熱帶雨林, 珊瑚礁, 草原, 濕地, 沙漠",2,2,可憐的動物,4,4,捷運,0,沒有,4,"買東西先查看產品的運輸距離（是不是當地食品）, 用社交網絡認識其他環保的同學, 投資前查看公司的環保認證和生態評分",True,False,False,False,True,False,False,False,False,True,False,False,False,False,,如果免費的話我會用它,2,4,4,3,將環保納入課程,INFP
rlJ8Al,g9pGrN,2023-10-24 08:52:10,我同意我的回答做為研究和設計使用,True,🐥,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,1,1,無,3,3,3,1,沒有,,4,4,3,3,1,沒有,🈚️,政府債券。年化回報 2-3%,2,1,2,3,2,3,2,3,"幫手, 朋友, 導師, 老師, 夥伴, 助手, 教練",,3,對話,3,4,3,3,"熱帶雨林, 草原, 珊瑚礁, 濕地, 沙漠",2,2,全球暖化,3,1,走路,8,有,2,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 跟我的AI幫手討論環保問題, 老實說我對任何環保資訊都沒有太多興趣",False,True,False,False,False,True,False,False,True,False,False,True,True,False,,如果免費的話我會用它,3,3,2,3,不知道,INFJ
PAbZ1e,Bxg79N,2023-10-24 08:52:19,我同意我的回答做為研究和設計使用,True,狗,輔仁大學 Fu Jen Catholic University (FJU),,學士,影傳系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,1,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3,3,2,無,3,1,3,1,沒有,,3,5,4,4,3,沒有,無,股市基金。年化回報 5-15%,3,3,3,4,3,3,2,2,"幫手, 助手, 導師, 老師, 教練, 朋友, 夥伴",,3,都可以,4,3,3,2,"熱帶雨林, 珊瑚礁, 濕地, 草原, 沙漠",3,3,北極熊🐻‍❄️,4,3,"公車, 捷運",0,沒有,3,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分",False,True,False,True,False,True,False,True,False,True,False,False,False,False,,如果免費的話我會用它,2,2,3,3,多使用環保生產的公司之產品,ISFJ
g5J8Gl,a2ydo9,2023-10-24 08:53:11,我同意我的回答做為研究和設計使用,True,貓,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2,1,3,Patagonia,5,3,3,1,有,地溝油,2,5,3,4,2,沒有,目前沒有投資,房地產投資信託。年化回報 2-7%,1,3,5,3,2,2,1,2,"教練, 幫手, 助手, 導師, 老師, 夥伴, 朋友",,5,言語,2,5,4,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",1,2,不知道欸,5,4,捷運,0,沒有,3,"買東西先查看公司生產過程多環保, 買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分",True,True,False,False,False,True,False,False,False,True,False,False,False,False,,如果免費的話我會用它,3,4,5,5,選擇具有環保意識的公司,
VZbWPg,PzgO4Q,2023-10-24 08:53:28,我同意我的回答做為研究和設計使用,True,企鵝🐧,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4,2,3,Zara,5,3,3,2,沒有,,4,4,3,3,2,有,買基金,股市基金。年化回報 5-15%,5,3,5,3,2,4,4,2,"助手, 幫手, 夥伴, 朋友, 導師, 老師, 教練",,2,還好,5,5,5,4,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",5,4,北極熊,5,3,"走路, 公車, 捷運, 機車",1,沒有,4,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司工人的員工福利多好, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 投資前查看公司的環保認證和生態評分, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 跟我的AI幫手討論環保問題, 如何讓我支持的公司更環保",True,True,True,False,False,True,True,True,True,True,True,True,False,False,,每月49台幣,4,5,4,5,是否繼續購買該公司的產品,ENFP
rlJ8aR,vPpYWQ,2023-10-24 08:53:30,我同意我的回答做為研究和設計使用,True,刺蝟,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2,1,4,目前沒有,4,4,4,2,有,曾爆出食安問題,4,5,4,4,2,沒有,0,政府債券。年化回報 2-3%,3,4,2,4,4,4,2,2,"助手, 朋友, 導師, 夥伴, 教練, 幫手, 老師",,2,文字,5,5,5,2,"珊瑚礁, 濕地, 草原, 熱帶雨林, 沙漠",2,3,氣溫,4,4,"走路, 腳踏車",0,沒有,2,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前比較公司的環保表現, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",False,True,False,False,False,True,True,False,False,False,False,False,False,True,,如果免費的話我會用它,4,4,4,2,購買的選擇、網路行動,ESTJ
jBJ864,LPgpV1,2023-10-24 08:53:35,我同意我的回答做為研究和設計使用,True,小松鼠,輔仁大學 Fu Jen Catholic University (FJU),,學士,影響傳播系,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,5,Adidas,5,3,3,1,沒有,,4,4,3,3,2,沒有,沒有,ESG環保投資基金。年化回報 2-7%,5,5,2,5,5,4,5,3,"幫手, 助手, 夥伴, 朋友, 老師, 導師, 教練",,5,打字,5,5,5,3,"珊瑚礁, 熱帶雨林, 草原, 沙漠, 濕地",5,5,我的偶像,5,5,走路,1,有,5,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 用社交網絡認識其他環保的同學, 跟我的AI幫手討論環保問題",True,True,False,False,True,True,False,True,True,False,False,True,False,False,,如果免費的話我會用它,5,5,5,5,可以少買文具,
zKG8jM,yJGYzB,2023-10-24 08:53:43,我同意我的回答做為研究和設計使用,True,貓,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播學院,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1,1,2,初鹿,4,3,2,1,有,食安問題,4,4,3,4,2,沒有,無,股市基金。年化回報 5-15%,2,4,2,4,2,4,2,2,"老師, 幫手, 導師, 助手, 教練, 夥伴, 朋友",,1,打字,4,5,4,2,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2,2,政府的政策,4,4,走路,2,沒有,2,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看公司的環保認證和生態評分",False,False,False,False,False,True,False,False,False,True,False,True,False,False,,如果免費的話我會用它,4,3,4,4,參加各種環境議題或是活動,INFJ
5deajE,97aQrY,2023-10-24 08:53:57,我同意我的回答做為研究和設計使用,True,貓,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播學系,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2,4,3,沒有,3,4,3,1,沒有,,5,5,5,5,2,有,沒有,股市基金。年化回報 5-15%,2,3,3,3,1,3,1,2,"幫手, 助手, 夥伴, 老師, 導師, 教練, 朋友",,2,我不太喜歡與AI溝通,3,4,4,2,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3,2,一次性餐具,4,3,"捷運, 汽車",0,沒有,2,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品",True,True,True,False,False,True,False,True,False,False,False,True,False,False,,如果免費的話我會用它,2,2,5,3,以身作則,ISTJ
MA6jDA,W8gzqa,2023-10-24 08:54:00,我同意我的回答做為研究和設計使用,True,獵豹,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,3,2,4,主婦聯盟,3,3,4,2,有,食安問題,4,4,3,2,1,沒有,儲蓄,ESG環保投資基金。年化回報 2-7%,4,3,2,4,3,2,2,2,"老師, 幫手, 導師, 助手, 教練, 夥伴, 朋友",,3,用語音,5,5,5,3,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4,4,媽咪,4,3,捷運,2,沒有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保",False,False,False,False,False,True,True,False,False,False,True,False,False,False,,如果免費的話我會用它,4,4,4,4,改變購物習慣,INFJ
Lda4XG,LPgpB2,2023-10-24 08:54:00,我同意我的回答做為研究和設計使用,True,熊,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播學系,我還在就讀！,我是台灣人啊 🇹🇼！,20.0,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,3,3,3,無,4,3,4,2,沒有,,4,3,2,3,3,沒有,無,加密貨幣。高度變動性，每年最高可達 50% 或更多,3,3,2,3,4,3,2,2,"夥伴, 朋友, 助手, 幫手, 老師, 教練, 導師",我對象,2,天馬行空,4,4,3,3,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4,3,我自己,3,3,"捷運, 走路",0,沒有,3,"投資前查看公司的環保認證和生態評分, 買東西先尋找有機產品",False,False,False,False,False,False,False,True,False,True,False,False,False,False,,我不懂AI如何幫助我,4,3,4,3,透過消費行為,INFP
Xe86JY,Z2gaQy,2023-10-24 08:54:02,我同意我的回答做為研究和設計使用,True,熊,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4,2,4,有,4,4,4,2,有,支持中國共產黨,4,3,3,2,3,沒有,無,ESG環保投資基金。年化回報 2-7%,3,4,2,2,4,4,4,2,"幫手, 助手, 導師, 老師, 教練, 夥伴, 朋友",,4,問一些知識性問題,4,4,2,2,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2,3,老師,4,4,走路,0,沒有,4,買東西先了解哪些產品污染最嚴重，以便避免它們,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,4,4,4,3,進行抗爭活動,ISFJ
OAbxz7,GRgly2,2023-10-24 08:54:06,我同意我的回答做為研究和設計使用,True,貓咪,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播學系,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,2,價格：700 台幣 / 公斤。強迫勞工的概率：2%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3,3,3,沒有,5,3,4,1,沒有,,3,5,5,4,3,沒有,沒有,股市基金。年化回報 5-15%,4,4,4,2,3,5,3,3,"老師, 助手, 幫手, 教練, 導師, 朋友, 夥伴",,5,跟正常人一樣,4,5,4,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3,3,回收阿嬤,3,3,"摩托車, 捷運",0,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論, 跟我的AI幫手討論環保問題, 投資前比較公司的環保表現",True,True,False,True,False,False,False,False,True,False,False,True,False,True,,如果免費的話我會用它,4,4,5,5,推廣環保行為,ENFP
Zd1b8B,GRglbo,2023-10-24 08:54:08,我同意我的回答做為研究和設計使用,True,樹懶,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,1,價格：700 台幣 / 公斤。強迫勞工的概率：2%,3,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,1,1,4,沒有特定的,5,3,2,1,沒有,,3,4,4,5,3,有,還不錯,股市基金。年化回報 5-15%,3,4,2,3,4,4,2,3,"助手, 夥伴, 幫手, 朋友, 導師, 老師, 教練",,3,正常溝通,3,4,4,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2,3,社會趨勢,5,3,"捷運, 走路",2,沒有,3,"買東西先查看公司工人的員工福利多好, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先查看產品的運輸距離（是不是當地食品）, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 投資前比較公司的環保表現, 投資前查看公司的環保認證和生態評分, 投資前查看AI摘要的消費者對公司環保的評論",True,True,True,True,False,True,True,True,False,True,False,True,False,True,,如果免費的話我會用它,3,3,4,3,還不了解,INFP
g5J8d4,2KZPRV,2023-10-24 08:54:10,我同意我的回答做為研究和設計使用,True,吉娃娃,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,4,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,2,1,2,UNIQLO,4,4,3,1,沒有,,3,3,3,4,2,沒有,無投資經驗,房地產投資信託。年化回報 2-7%,3,3,4,3,2,4,2,3,"助手, 幫手, 朋友, 老師, 導師, 教練, 夥伴",,3,問困難的問題,4,2,2,2,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",1,1,台客劇場,2,2,"捷運, 公車",0,沒有,2,"買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分",False,False,False,False,False,True,False,False,False,True,False,False,False,False,,如果免費的話我會用它,3,2,5,2,抗議,
J2eEdR,a2ydzq,2023-10-24 08:54:21,我同意我的回答做為研究和設計使用,True,兔子,輔仁大學 Fu Jen Catholic University (FJU),,學士,影傳系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：72 台幣,5,1,3,瑞穗,5,4,5,1,有,,4,4,3,3,2,沒有,沒有投資經驗,股市基金。年化回報 5-15%,2,3,5,3,5,2,2,3,"幫手, 夥伴, 導師, 助手, 教練, 老師, 朋友",,5,請他幫我解決問題,4,5,5,2,"熱帶雨林, 珊瑚礁, 濕地, 草原, 沙漠",4,5,新聞媒體,5,5,走路,0,沒有,5,買東西先了解我吃的動物性食品，動物的生活環境,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,如果免費的話我會用它,3,4,5,4,熱忱,ISFJ
dY8JaK,eapRoO,2023-10-24 08:54:22,我同意我的回答做為研究和設計使用,True,雪貂,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,1,2,4,義美,4,3,3,3,沒有,,2,5,5,5,3,沒有,我只有定期存款,股市基金。年化回報 5-15%,4,4,4,4,4,3,4,4,"幫手, 助手, 老師, 導師, 夥伴, 教練, 朋友",,4,打字交流,4,3,3,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2,3,政府（例如購物不免費提供袋子）,4,3,"捷運, 走路",0,沒有,3,"買東西先查看公司工人的員工福利多好, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先尋找有機產品",True,True,True,False,False,True,False,True,False,False,False,True,False,False,,如果免費的話我會用它,4,4,4,4,連署,INFJ
rlJ8Pl,l65r55,2023-10-24 08:56:18,我同意我的回答做為研究和設計使用,True,狗勾,輔仁大學 Fu Jen Catholic University (FJU),,學士,影傳,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,4,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,4,1,3,沒有,5,1,3,1,沒有,,5,5,1,1,1,沒有,無,股市基金。年化回報 5-15%,2,2,2,2,5,3,4,4,"幫手, 助手, 夥伴, 朋友, 老師, 導師, 教練",,3,打字 電話,2,5,5,2,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2,3,無,4,4,"公車, 汽車",0,有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司生產過程多環保",False,True,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,2,2,4,4,聯合拒買,
kYJ8Z6,O7gGep,2023-10-24 08:56:33,我同意我的回答做為研究和設計使用,True,貓,輔仁大學 Fu Jen Catholic University (FJU),,學士,影傳,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,3,1,5,有,5,1,3,1,沒有,,4,4,2,2,3,沒有,沒有,房地產投資信託。年化回報 2-7%,2,4,4,3,3,3,4,2,"幫手, 助手, 教練, 老師, 導師, 朋友, 夥伴",,3,說話？,2,4,4,2,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2,3,動物瀕臨絕種,4,4,"捷運, 公車, 走路",0,沒有,3,買東西先尋找有機產品,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,如果免費的話我會用它,3,2,4,4,社團活動？,
MA6jRp,eapRPq,2023-10-24 08:56:59,我同意我的回答做為研究和設計使用,True,貓咪,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,2,2,3,沒有,4,3,4,1,有,,3,5,3,3,2,沒有,沒有,政府債券。年化回報 2-3%,3,3,4,3,2,4,2,2,"助手, 幫手, 夥伴, 老師, 朋友, 導師, 教練",,2,打字,2,4,4,3,"草原, 珊瑚礁, 熱帶雨林, 濕地, 沙漠",2,2,廣告,3,3,"捷運, 公車",2,沒有,3,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現",False,True,False,False,False,True,False,False,False,True,False,False,False,True,,如果免費的話我會用它,3,3,5,3,沒有了解,ISTP
dY8Jxq,Bxg757,2023-10-24 08:57:41,我同意我的回答做為研究和設計使用,True,猴子,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,2,1,4,🈚️,5,2,3,1,沒有,,2,5,3,2,2,沒有,🈚️,房地產投資信託。年化回報 2-7%,2,2,4,2,3,4,3,3,"幫手, 夥伴, 朋友, 老師, 助手, 導師, 教練",,4,對話,3,3,3,3,"珊瑚礁, 草原, 沙漠, 濕地, 熱帶雨林",2,3,減塑,4,1,"走路, 捷運",2,沒有,2,買東西先了解我吃的動物性食品，動物的生活環境,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,每月49台幣,3,3,3,3,🈚️,INTJ
