Submission ID,Respondent ID,Submitted at,Untitled checkboxes field,Untitled checkboxes field (我同意我的回答做為研究和設計使用),選擇一種動物來代表你/妳自己（什麼都可以）：,你/妳在哪所大學念書？,如果你/妳的學校未列出，請在此處寫下：,你/妳的學習階段：,你/妳的學習科系：,你/妳現在的學歷狀態是什麼？,你/妳來自哪個國家？,你/妳是哪裡的？,你/妳幾歲？,如果你/妳懷疑你/妳要買的番茄可能是由強迫勞工（現代奴隸）採摘的，你/妳仍然會買它嗎？,你/妳會買哪一種番茄？,你/妳關心食安嗎？,你/妳會買哪種雞蛋？,你/妳買哪種牛奶？,你/妳7年內買車嗎？🚘,你/妳7年內買房嗎？🏡,你/妳購物時知道產品環保嗎？,你/妳有信任的品牌嗎？,你/妳覺得認證環保的公司更好嗎？,你/妳支持肉稅嗎？,你/妳關心食用雞的生活嗎？,你/妳避免吃肉嗎？,你/妳有沒有抵制過某公司？,為什麼抵制？,你/妳覺得你/妳花錢會影響環境嗎？,你/妳會對金錢感到焦慮嗎？,你/妳會對金錢很節儉嗎？,你/妳會經常存錢嗎？,你/妳對自己的財務知識滿意嗎？,你/妳覺得目前有任何投資嗎？,你/妳有投資經驗如何？,你/妳選哪個投資？,你/妳投資會考慮環保嗎？,你/妳覺得台灣的經濟目標是增長嗎？,你/妳覺台灣的得環境退化是台灣的經濟增長的前提嗎？,你/妳覺得台灣的經濟增長有助於保護環境嗎？,你/妳覺得經濟能不排CO2也增長嗎？,你/妳覺得經濟增長有物質限制嗎？,你/妳會每天都用AI嗎？,你/妳會信任AI嗎？,你/妳想要AI扮什麼角色？,其他,你/妳想要AI有個造型嗎？,你/妳喜歡如何與AI溝通？,你/妳喜歡待在大自然嗎？,你/妳擔心氣候變化嗎？,你/妳對環境污染情況會感到焦慮嗎？,你/妳知道許多植物和動物的名字嗎？,你/妳覺得如何依照生態系對環境惡化的敏感度來排名？,你/妳感覺自己和大自然很接近嗎？,你/妳努力實踐低碳生活嗎？,誰或什麼對你/妳環保態度影響最大的？,你/妳想做更多環保事嗎？,你/妳對環境相關政治議題有興趣嗎？,你/妳怎去學校？,你/妳今年（2025年）搭飛機幾次？✈️,* 例如搭飛機會產生碳排放，可以購買碳抵消來種樹,你/妳信任碳排放抵消額度嗎？,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些?,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看產品的運輸距離（是不是當地食品）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司生產過程多環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司工人的員工福利多好),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看AI摘要的消費者對公司環保的評論),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (用社交網絡認識其他環保的同學),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解哪些產品污染最嚴重，以便避免它們),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (每個月查看我自己的環保分數報告（了解我用錢的方式多環保）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先尋找有機產品),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (跟我的AI幫手討論環保問題),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看公司的環保認證和生態評分),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (如何讓我支持的公司更環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解我吃的動物性食品，動物的生活環境),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (老實說我對任何環保資訊都沒有太多興趣),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前比較公司的環保表現),其他選項,每月你/妳願意支付多少錢讓AI陪伴你/妳做更環保的財務決策？,你/妳的環保行動對環境保護有效果嗎？,你/妳想在行業內推環保嗎？,你/妳得自己對新觀念開放嗎？,你/妳的大學對可環保性支持嗎？,你/妳覺得大學生如何影響公司的可持續行為？,你/妳有加入過什麼學生社團嗎？（選填）,你/妳最擔心什麼？（任何問題都可以，選填）,啟發你/妳的是？（什麼都可以，選填）,你/妳的MBTI？（選填）,有意見（選填）？
WA1l2P,AB5D50,2023-10-25 07:00:09,我同意我的回答做為研究和設計使用,True,綿羊,國立臺灣大學 National Taiwan University (NTU),,學士,社會系,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：108 台幣,1.0,1.0,3.0,有,4.0,4.0,3.0,4.0,有,他們對於公司內擔任清潔員職位的員工待遇非常不好,4.0,2.0,4.0,4.0,2.0,沒有,沒有,ESG環保投資基金。年化回報 2-7%,4.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,"助手, 幫手, 夥伴, 朋友, 導師, 老師, 教練",,4.0,大部分是詢問AI問題，或問一些自己的想法（雖然它可能不會回答）,4.0,4.0,4.0,3.0,"熱帶雨林, 珊瑚礁, 沙漠, 濕地, 草原",2.0,3.0,自己,4.0,4.0,"走路, 腳踏車, 火車, 捷運",0.0,沒有,4.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 投資前查看公司的環保認證和生態評分, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保, 跟我的AI幫手討論環保問題",True,True,True,False,False,True,True,False,True,True,True,False,False,False,,每月49台幣,4.0,3.0,4.0,4.0,透過宣導和蒐集公司數據進行監督,,,,,加油！
Gr5o2o,g9rZO4,2023-10-25 07:00:24,我同意我的回答做為研究和設計使用,True,倉鼠,國立臺灣師範大學 National Taiwan Normal University (NTNU),,碩士,英語學系,我還在就讀！,我是台灣人啊 🇹🇼！,,22.0,1.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,1.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,5.0,5.0,4.0,Apple,3.0,1.0,3.0,1.0,沒有,,3.0,5.0,3.0,3.0,2.0,有,Y,政府債券。年化回報 2-3%,3.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,"助手, 夥伴, 幫手, 朋友, 老師, 導師, 教練",,1.0,"Never did before, can’t comment ",3.0,1.0,2.0,1.0,"濕地, 珊瑚礁, 沙漠, 熱帶雨林, 草原",1.0,1.0,有錢就會環保,4.0,5.0,"走路, 公車, 捷運",0.0,沒有,4.0,"買東西先查看公司工人的員工福利多好, 如何讓我支持的公司更環保",False,False,True,False,False,False,False,False,False,False,True,False,False,False,如何用最低成本得到最環保的結果,每月99台幣,2.0,2.0,4.0,4.0,消費,熱音,沒錢,有錢,ENTJ,Edu!!!!!!
blvNvo,vPbLQ4,2023-10-25 07:02:04,我同意我的回答做為研究和設計使用,True,邊境牧羊犬,國立臺灣大學 National Taiwan University (NTU),,學士,法律系,我還在就讀！,我是台灣人啊 🇹🇼！,,20.0,2.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3.0,3.0,2.0,義美,4.0,4.0,2.0,5.0,有,味全 食安問題,4.0,5.0,4.0,3.0,3.0,沒有,沒有投資只有儲蓄,股市基金。年化回報 5-15%,2.0,4.0,4.0,5.0,2.0,5.0,2.0,2.0,"助手, 老師, 幫手, 夥伴, 朋友, 導師, 教練",,1.0,打字,5.0,4.0,3.0,1.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3.0,3.0,教育,3.0,4.0,腳踏車,0.0,沒有,3.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分",False,False,False,False,False,True,False,False,False,True,False,False,False,False,,如果免費的話我會用它,4.0,1.0,5.0,5.0,保持良好環保觀念 等有決策能力時引導公司方向,,,,,
J2M84X,N7yJ7l,2023-10-25 07:03:21,我同意我的回答做為研究和設計使用,True,貓貓,國立清華大學 National Tsing Hua University (NTHU),,學士,戲劇系,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,1.0,1.0,無,4.0,4.0,2.0,1.0,沒有,,4.0,5.0,3.0,3.0,2.0,沒有,沒有,股市基金。年化回報 5-15%,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",,4.0,訊息,5.0,5.0,5.0,3.0,"珊瑚礁, 濕地, 沙漠, 草原, 熱帶雨林",4.0,3.0,騎腳踏車上學,4.0,2.0,腳踏車,1.0,沒有,4.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 用社交網絡認識其他環保的同學, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",False,False,False,False,True,True,True,False,False,False,False,True,False,False,,如果免費的話我會用它,4.0,4.0,4.0,4.0,用實際行動,,,,ISFP,
oAvlaM,JOYJqK,2023-10-25 07:03:22,我同意我的回答做為研究和設計使用,True,小海豹,國立臺灣大學 National Taiwan University (NTU),,學士,日文系,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3.0,1.0,3.0,一時想不到…,3.0,4.0,4.0,2.0,沒有,,4.0,5.0,2.0,2.0,2.0,沒有,無,房地產投資信託。年化回報 2-7%,4.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,"助手, 幫手, 老師, 夥伴, 導師, 教練, 朋友",,5.0,打字,4.0,4.0,4.0,1.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2.0,3.0,我覺得是政府宣導,4.0,3.0,"公車, 捷運, 腳踏車",1.0,沒有,3.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分",True,True,False,True,False,False,False,True,False,True,False,True,False,False,,每月99台幣,4.0,3.0,4.0,4.0,我認為是進到公司後才可影響,有,,,ESFP,論文順利！！
DVM0Pj,a2oDOX,2023-10-25 07:03:31,我同意我的回答做為研究和設計使用,True,魚,國立臺灣大學 National Taiwan University (NTU),,學士,材料,我還在就讀！,我是台灣人啊 🇹🇼！,,22.0,4.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,4.0,1.0,4.0,無,4.0,3.0,4.0,1.0,沒有,,3.0,4.0,4.0,4.0,4.0,有,尚可,股市基金。年化回報 5-15%,2.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,"助手, 幫手, 老師, 教練, 夥伴, 導師, 朋友",,2.0,一般,5.0,5.0,4.0,5.0,"熱帶雨林, 珊瑚礁, 濕地, 草原, 沙漠",5.0,4.0,無,4.0,4.0,腳踏車,0.0,沒有,3.0,買東西先了解哪些產品污染最嚴重，以便避免它們,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,4.0,3.0,4.0,5.0,不清楚,,,,,
Rzk8xp,o2Qd1e,2023-10-25 07:03:37,我同意我的回答做為研究和設計使用,True,Cat,國立臺灣大學 National Taiwan University (NTU),,學士,護理學系,我還在就讀！,,香港,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gr5YEQ,vPbOeD,2023-10-25 07:05:13,我同意我的回答做為研究和設計使用,True,白狐,國立臺灣大學 National Taiwan University (NTU),,學士,心理系,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,4.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,1.0,4.0,義美,4.0,3.0,2.0,1.0,有,,5.0,4.0,4.0,2.0,2.0,沒有,0,股市基金。年化回報 5-15%,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,"助手, 幫手, 教練, 導師, 老師, 夥伴, 朋友",,5.0,問他問題回答我就好,3.0,5.0,5.0,1.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2.0,4.0,曉明女中,4.0,3.0,腳踏車,0.0,有,4.0,投資前查看公司的環保認證和生態評分,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,如果免費的話我會用它,3.0,4.0,4.0,5.0,購買環保產品,,,,ENTP,
jBvGq9,X4yMLL,2023-10-25 07:05:22,我同意我的回答做為研究和設計使用,True,魚,國立臺灣大學 National Taiwan University (NTU),,學士,日本語文學系,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,2.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,2.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,2.0,3.0,無,5.0,3.0,3.0,1.0,沒有,,4.0,2.0,4.0,5.0,2.0,有,股票,股市基金。年化回報 5-15%,2.0,5.0,5.0,2.0,1.0,5.0,3.0,4.0,"幫手, 助手, 老師, 導師, 教練, 夥伴, 朋友",,5.0,正常溝通,4.0,5.0,3.0,2.0,"珊瑚礁, 草原, 沙漠, 熱帶雨林, 濕地",3.0,4.0,電視廣告,4.0,3.0,"捷運, 腳踏車, 走路",2.0,沒有,3.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們",False,True,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,2.0,3.0,5.0,5.0,先進到公司再說,慈幼社服、台灣日本交流協會,,,ISFJ,
kYvO8d,RDlJMj,2023-10-25 07:05:44,我同意我的回答做為研究和設計使用,True,倉鼠,國立臺灣大學 National Taiwan University (NTU),,學士,化學,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,4.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,1.0,2.0,義美,3.0,2.0,2.0,1.0,沒有,,2.0,3.0,4.0,4.0,4.0,沒有,沒有,股市基金。年化回報 5-15%,2.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,"老師, 幫手, 導師, 助手, 夥伴, 朋友, 教練",,4.0,現實對話,2.0,3.0,2.0,4.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4.0,3.0,曉明女中,4.0,1.0,走路,2.0,沒有,2.0,"買東西先尋找有機產品, 買東西先查看產品的運輸距離（是不是當地食品）, 跟我的AI幫手討論環保問題, 如何讓我支持的公司更環保",True,False,False,False,False,False,False,True,True,False,True,False,False,False,,如果免費的話我會用它,4.0,3.0,4.0,5.0, ,,,,ISFJ,
PAk8Jx,ExYJlr,2023-10-25 07:06:58,我同意我的回答做為研究和設計使用,True,貓,國立臺灣大學 National Taiwan University (NTU),,學士,動物科學技術學系,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,3.0,3.0,2.0,沒有特別,4.0,3.0,3.0,1.0,有,負面新聞,4.0,5.0,2.0,2.0,3.0,沒有,無,房地產投資信託。年化回報 2-7%,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,"老師, 助手, 幫手, 教練, 夥伴, 導師, 朋友",,4.0,訊息,3.0,4.0,4.0,4.0,"熱帶雨林, 珊瑚礁, 濕地, 草原, 沙漠",2.0,2.0,動物,4.0,2.0,腳踏車,4.0,有,3.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境",False,False,False,False,False,True,False,False,False,False,False,True,False,False,,如果免費的話我會用它,3.0,3.0,4.0,4.0,支持使用,熱舞社,地球暖化,我的夢,INFP,
8dMjDk,eaP7Dk,2023-10-25 07:08:07,我同意我的回答做為研究和設計使用,True,老虎,國立臺灣大學 National Taiwan University (NTU),,學士,機械,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,5.0,4.0,4.0,義美,4.0,2.0,4.0,2.0,有,立場,1.0,3.0,3.0,3.0,4.0,沒有,無,股市基金。年化回報 5-15%,2.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,"幫手, 助手, 老師, 教練, 導師, 夥伴, 朋友",,4.0,問問題,3.0,2.0,3.0,1.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3.0,2.0,家人,4.0,2.0,公車,4.0,有,4.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品",False,True,False,False,False,True,False,True,False,False,False,True,False,False,,每月199台幣,3.0,5.0,4.0,4.0,是否支持其產品,,,,ENFP,
qbvoBk,pD97Jy,2023-10-25 07:08:55,,,capybara,國立臺灣大學 National Taiwan University (NTU),,學士,資管,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kYvOjd,2K5JB9,2023-10-25 07:10:13,我同意我的回答做為研究和設計使用,True,狼,國立臺灣大學 National Taiwan University (NTU),,學士,國際企業,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,2.0,1.0,2.0,沒有,4.0,4.0,3.0,1.0,有,食安問題,5.0,5.0,5.0,5.0,3.0,沒有,無，只有銀行存款,股市基金。年化回報 5-15%,3.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,"助手, 幫手, 老師, 導師, 朋友, 夥伴, 教練",,1.0,我問AI答,4.0,4.0,4.0,4.0,"珊瑚礁, 濕地, 草原, 熱帶雨林, 沙漠",3.0,3.0,新聞報導,4.0,3.0,"走路, 腳踏車",0.0,沒有,3.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保",True,True,False,False,False,True,True,False,False,False,True,True,False,False,,如果免費的話我會用它,3.0,3.0,3.0,4.0,支持或抵制,系學會,出錯,,ISTJ,
KMkvoK,X4yM8e,2023-10-25 07:13:20,我同意我的回答做為研究和設計使用,True,熊,國立臺灣大學 National Taiwan University (NTU),,學士,昆蟲,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3.0,1.0,2.0,Nike,4.0,1.0,1.0,1.0,沒有,,2.0,4.0,4.0,5.0,2.0,沒有,0,房地產投資信託。年化回報 2-7%,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,"助手, 幫手, 導師, 老師, 教練, 夥伴, 朋友",,3.0,打字,5.0,4.0,4.0,5.0,"熱帶雨林, 珊瑚礁, 濕地, 沙漠, 草原",4.0,4.0,我媽,3.0,3.0,公車,3.0,沒有,2.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分",True,True,False,True,False,True,False,False,False,True,False,True,False,False,寫作業,每月99台幣,3.0,3.0,4.0,4.0,工作,無,期中考考不好被當,分數,,
eBvK6E,975E24,2023-10-25 07:14:27,我同意我的回答做為研究和設計使用,True,樹懶,國立臺灣大學 National Taiwan University (NTU),,學士,數學系,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,3.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：72 台幣,1.0,1.0,3.0,沒有,5.0,3.0,1.0,2.0,沒有,,1.0,1.0,4.0,1.0,5.0,沒有,無,政府債券。年化回報 2-3%,1.0,3.0,1.0,5.0,5.0,2.0,5.0,3.0,"助手, 幫手, 朋友, 夥伴, 教練, 老師, 導師",,1.0,打字,4.0,4.0,5.0,2.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",1.0,3.0,家人,2.0,1.0,"捷運, 公車, 走路",4.0,沒有,1.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看AI摘要的消費者對公司環保的評論",False,False,False,True,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,1.0,2.0,4.0,5.0,以消費和網路來控制,,,,,
NAdM0N,6Z5OWo,2023-10-25 07:15:05,我同意我的回答做為研究和設計使用,True,貓,國立臺灣大學 National Taiwan University (NTU),,學士,國際企業學系,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,1.0,4.0,無印良品,5.0,3.0,4.0,3.0,沒有,,4.0,2.0,3.0,3.0,2.0,沒有,0,ESG環保投資基金。年化回報 2-7%,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,"助手, 幫手, 夥伴, 朋友, 老師, 導師, 教練",,2.0,問問題,3.0,4.0,3.0,2.0,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",3.0,3.0,家庭,4.0,2.0,"公車, 捷運, 汽車",4.0,沒有,4.0,"買東西先尋找有機產品, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先查看公司工人的員工福利多好, 買東西先查看公司生產過程多環保, 買東西先查看產品的運輸距離（是不是當地食品）",True,True,True,False,False,False,False,True,False,False,False,True,False,False,,如果免費的話我會用它,3.0,4.0,4.0,4.0,提供意見,,,,ISFP,
QAkv0l,bWG8Y0,2023-10-25 07:15:42,我同意我的回答做為研究和設計使用,True,烏龜,國立臺灣大學 National Taiwan University (NTU),,學士,化學,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,,,1.0,3.0,沒有,3.0,3.0,3.0,,,,4.0,5.0,3.0,2.0,1.0,沒有,0,政府債券。年化回報 2-3%,3.0,3.0,2.0,4.0,2.0,3.0,5.0,,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",,1.0,問他問題,4.0,4.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xez1Ee,8Z5PRk,2023-10-25 07:17:34,我同意我的回答做為研究和設計使用,True,狗狗,國立臺灣大學 National Taiwan University (NTU),,學士,工商管理學系,我還在就讀！,我是台灣人啊 🇹🇼！,,20.0,3.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,5.0,1.0,4.0,沒有特別注意,4.0,5.0,3.0,3.0,沒有,,4.0,4.0,5.0,5.0,3.0,有,買零股＆儲蓄險,股市基金。年化回報 5-15%,4.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",,2.0,透過文字,4.0,4.0,4.0,3.0,"珊瑚礁, 濕地, 沙漠, 熱帶雨林, 草原",4.0,4.0,朋友 如果我的朋友們都用環保筷 我也會使用自己的餐具 但當他們向店家索取餐具時我也會跟他們一樣,5.0,4.0,公車,4.0,沒有,4.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 用社交網絡認識其他環保的同學, 如何讓我支持的公司更環保",False,False,False,False,True,True,False,False,False,False,True,False,False,False,,每月49台幣,4.0,3.0,4.0,5.0,不知道,,,,,
PAkvrV,O7yJ9Y,2023-10-25 07:18:29,我同意我的回答做為研究和設計使用,True,貓,國立臺灣大學 National Taiwan University (NTU),,碩士,化學所,我還在就讀！,我是台灣人啊 🇹🇼！,,23.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,1.0,1.0,義美,4.0,2.0,2.0,1.0,有,食安,4.0,4.0,4.0,4.0,2.0,沒有,無,政府債券。年化回報 2-3%,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,"助手, 夥伴, 幫手, 朋友, 教練, 老師, 導師",,2.0,對話,4.0,4.0,2.0,1.0,"濕地, 熱帶雨林, 珊瑚礁, 草原, 沙漠",1.0,2.0,無,2.0,1.0,"腳踏車, 走路, 公車, 捷運",2.0,沒有,2.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",True,True,False,False,False,True,True,False,False,True,False,False,False,False,,如果免費的話我會用它,2.0,1.0,1.0,2.0,不知道,,,,,
eBvKBo,RDlJvv,2023-10-25 07:23:04,我同意我的回答做為研究和設計使用,True,糞金龜,國立臺灣大學 National Taiwan University (NTU),,學士,經濟,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,1.0,1.0,Sony,3.0,1.0,3.0,1.0,有,因為Konami是一間不好的公司,3.0,4.0,1.0,1.0,2.0,有,我選擇上大學,股市基金。年化回報 5-15%,3.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,"幫手, 朋友, 助手, 夥伴, 教練, 導師, 老師",女朋友,5.0,用身體溝通,4.0,4.0,3.0,1.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4.0,2.0,自己,3.0,3.0,捷運,4.0,沒有,2.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司工人的員工福利多好, 投資前查看AI摘要的消費者對公司環保的評論, 投資前比較公司的環保表現, 用社交網絡認識其他環保的同學",True,False,True,True,True,False,False,False,False,False,False,False,False,True,,如果免費的話我會用它,2.0,2.0,3.0,4.0,不知道,,,,,
